# gunzip -c align/31/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py prep_out/lang 
# Started at Sat Jan 20 14:13:33 KST 2018
#
At utterance begin, sil accounts for 100.0% of phone occurrences, with duration (median, mean, 95-percentile) is (32,39.3,55) frames.
At utterance end, sil accounts for 100.0% of phone occurrences, with duration (median, mean, 95-percentile) is (50,44.0,54) frames.
Overall, nonsilence accounts for 93.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.4,15) frames.
Overall, sil accounts for 5.8% of phone occurrences, with duration (median, mean, 95-percentile) is (41,57.7,168) frames.
Overall, T_E accounts for 4.5% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.7,15) frames.
Overall, N_I accounts for 3.1% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.4,9) frames.
Overall, EH1_I accounts for 2.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.7,12) frames.
Overall, D_E accounts for 2.5% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.9,10) frames.
Overall, N_E accounts for 2.4% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,13) frames.
Overall, AH0_I accounts for 2.3% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.2,8) frames.
Overall, IH1_I accounts for 2.3% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.3,16) frames.
Overall, L_I accounts for 2.3% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.3,15) frames.
Overall, T_I accounts for 2.2% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.2,12) frames.
Overall, DH_B accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.3,6) frames.
Overall, IH1_B accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,5.6,8) frames.
Overall, IH0_I accounts for 2.0% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.1,6) frames.
Overall, W_B accounts for 2.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.0,14) frames.
